Age Group,total_cases_by_age,age_based_case_rate,age_based_deaths,age_based_death_rate,date
Total,3507266,100,53878,100,2021-03-08
Total,3513678,100,54320,100,2021-03-09
Total,3516862,100,54590,100,2021-03-10
Total,3520333,100,54878,100,2021-03-11
Total,3523563,100,55095,100,2021-03-12
Total,3526335,100,55235,100,2021-03-13
Total,3528795,100,55330,100,2021-03-14
Total,3530055,100,55372,100,2021-03-15
Total,3532496,100,55577,100,2021-03-16
Total,3535534,100,55795,100,2021-03-17
Total,3538821,100,56027,100,2021-03-18
Total,3541928,100,56072,100,2021-03-19
Total,3545278,100,56118,100,2021-03-20
Total,3547278,100,56545,100,2021-03-21
Total,3549101,100,56596,100,2021-03-22
Total,3551056,100,56850,100,2021-03-23
Total,3553307,100,57091,100,2021-03-24
Total,3555915,100,57336,100,2021-03-25
Total,3559193,100,57551,100,2021-03-26
Total,3562191,100,57746,100,2021-03-27
Total,3564468,100,57778,100,2021-03-28
Total,3566464,100,57788,100,2021-03-29
Total,3568426,100,57936,100,2021-03-30
Total,3570660,100,58090,100,2021-03-31
Total,3573074,100,58269,100,2021-04-01
Total,3577951,100,58404,100,2021-04-02
Total,3580351,100,58513,100,2021-04-03
Total,3582463,100,58534,100,2021-04-04
Total,3583830,100,58541,100,2021-04-05
Total,3586059,100,58659,100,2021-04-06
Total,3588152,100,58788,100,2021-04-07
Total,3590758,100,58943,100,2021-04-08
Total,3595224,100,59113,100,2021-04-09
Total,3600177,100,59217,100,2021-04-10
Total,3602827,100,59249,100,2021-04-11
Total,3604395,100,59258,100,2021-04-12
Total,3606882,100,59372,100,2021-04-13
Total,3608898,100,59508,100,2021-04-14
Total,3611349,100,59587,100,2021-04-15
Total,3614112,100,59690,100,2021-04-16
Total,3616779,100,59768,100,2021-04-17
Total,3618695,100,59772,100,2021-04-18
Total,3620301,100,59804,100,2021-04-19
Total,3622427,100,59890,100,2021-04-20
Total,3624838,100,59992,100,2021-04-21
Total,3626656,100,60086,100,2021-04-22
Total,3627885,100,60135,100,2021-04-23
Total,3629624,100,60188,100,2021-04-24
Total,3631740,100,60203,100,2021-04-25
Total,3633185,100,60208,100,2021-04-26
Total,3634778,100,60273,100,2021-04-27
Total,3636235,100,60362,100,2021-04-28
Total,3638132,100,60467,100,2021-04-29
Total,3640226,100,60625,100,2021-04-30
Total,3642480,100,60748,100,2021-05-01
Total,3643992,100,60763,100,2021-05-02
Total,3645341,100,60765,100,2021-05-03
Total,3646729,100,60862,100,2021-05-04
Total,3648276,100,60927,100,2021-05-05
Total,3650747,100,61027,100,2021-05-06
Total,3652692,100,61167,100,2021-05-07
Total,3654545,100,61228,100,2021-05-08
Total,3655922,100,61241,100,2021-05-09
Total,3656967,100,61246,100,2021-05-10
Total,3658198,100,61305,100,2021-05-11
Total,3659641,100,61351,100,2021-05-12
Total,3661675,100,61417,100,2021-05-13
Total,3663539,100,61444,100,2021-05-14
Total,3664909,100,61499,100,2021-05-15
Total,3665904,100,61510,100,2021-05-16
Total,3666591,100,61513,100,2021-05-17
Total,3667550,100,61555,100,2021-05-18
Total,3668842,100,61603,100,2021-05-19
Total,3670469,100,61672,100,2021-05-20
Total,3671655,100,61722,100,2021-05-21
Total,3672963,100,61755,100,2021-05-22
Total,3674044,100,61762,100,2021-05-23
Total,3674662,100,61770,100,2021-05-24
Total,3675817,100,61824,100,2021-05-25
Total,3677235,100,61855,100,2021-05-26
Total,3682099,100,62025,100,2021-05-27
Total,3683309,100,61999,100,2021-05-28
Total,3684388,100,62006,100,2021-05-29
Total,3685032,100,62011,100,2021-05-30
Total,3685455,100,62021,100,2021-05-31
Total,3685916,100,62044,100,2021-06-01
Total,3686689,100,62092,100,2021-06-02
Total,3687736,100,62179,100,2021-06-03
Total,3688893,100,62242,100,2021-06-04
Total,3689994,100,62470,100,2021-06-05
Total,3690868,100,62473,100,2021-06-06
Total,3691660,100,62479,100,2021-06-07
Total,3692506,100,62499,100,2021-06-08
Total,3693362,100,62538,100,2021-06-09
Total,3694498,100,62593,100,2021-06-10
Total,3695530,100,62508,100,2021-06-11
Total,3696472,100,62512,100,2021-06-12
Total,3697299,100,62505,100,2021-06-13
Total,3697927,100,62515,100,2021-06-14
Total,3698626,100,62534,100,2021-06-15
Total,3699455,100,62565,100,2021-06-16
Total,3700750,100,62622,100,2021-06-17
Total,3701926,100,62654,100,2021-06-18
Total,3702882,100,62689,100,2021-06-19
Total,3704005,100,62693,100,2021-06-20
Total,3704640,100,62701,100,2021-06-21
Total,3705427,100,62741,100,2021-06-22
Total,3706846,100,62822,100,2021-06-23
Total,3708861,100,62890,100,2021-06-24
Total,3710544,100,62945,100,2021-06-25
Total,3712795,100,62990,100,2021-06-26
Total,3714051,100,62994,100,2021-06-27
Total,3714812,100,62999,100,2021-06-28
Total,3710454,100,63023,100,2021-06-29
Total,3712152,100,63096,100,2021-06-30
Total,3713944,100,63141,100,2021-07-01
Total,3719674,100,63238,100,2021-07-05
Total,3721006,100,63259,100,2021-07-06
Total,3722422,100,63317,100,2021-07-07
Total,3724833,100,63376,100,2021-07-08
Total,3733743,100,63472,100,2021-07-11
Total,3736999,100,63478,100,2021-07-12
Total,3740092,100,63508,100,2021-07-13
Total,3743714,100,63533,100,2021-07-14
Total,3748365,100,63598,100,2021-07-15
Total,3762462,100,63649,100,2021-07-18
Total,3767185,100,63653,100,2021-07-19
Total,3772470,100,63664,100,2021-07-20
Total,3778047,100,63695,100,2021-07-21
Total,3786031,100,63741,100,2021-07-22
Total,3807971,100,63806,100,2021-07-25
Total,3815702,100,63811,100,2021-07-26
Total,3822551,100,63849,100,2021-07-27
Total,3830008,100,63891,100,2021-07-28
Total,3840364,100,63935,100,2021-07-29
Total,3873771,100,64085,100,2021-08-01
Total,3881089,100,64096,100,2021-08-02
Total,3889641,100,64150,100,2021-08-03
Total,3899158,100,64206,100,2021-08-04
Total,3913560,100,64243,100,2021-08-05
Total,3926476,100,64276,100,2021-08-06
Total,3939747,100,64312,100,2021-08-07
Total,3950172,100,64318,100,2021-08-08
Total,3959797,100,64328,100,2021-08-09
Total,3969722,100,63976,100,2021-08-10
Total,3980172,100,64037,100,2021-08-11
Total,3994271,100,64098,100,2021-08-12
Total,4008750,100,64138,100,2021-08-13
Total,4022222,100,64183,100,2021-08-14
Total,4033659,100,64194,100,2021-08-15
Total,4043407,100,64201,100,2021-08-16
Total,4057724,100,64291,100,2021-08-17
Total,4070083,100,64383,100,2021-08-18
Total,4084799,100,64503,100,2021-08-19
Total,4098412,100,64585,100,2021-08-20
Total,4112976,100,64674,100,2021-08-21
Total,4123250,100,64677,100,2021-08-22
Total,4133651,100,64694,100,2021-08-23
Total,4145550,100,64802,100,2021-08-24
Total,4157319,100,64931,100,2021-08-25
Total,4171104,100,65033,100,2021-08-26
Total,4186261,100,65139,100,2021-08-27
Total,4198089,100,65243,100,2021-08-28
Total,4213057,100,65271,100,2021-08-29
Total,4222663,100,65287,100,2021-08-30
Total,4246050,100,65430,100,2021-08-31
Total,4256244,100,65585,100,2021-09-01
Total,4267986,100,65704,100,2021-09-02
Total,4277304,100,65807,100,2021-09-03
Total,4291571,100,65965,100,2021-09-04
Total,4300437,100,65990,100,2021-09-05
Total,4307960,100,66030,100,2021-09-06
Total,4315234,100,66056,100,2021-09-07
Total,4322361,100,66257,100,2021-09-08
Total,4331605,100,66422,100,2021-09-09
Total,4345068,100,66625,100,2021-09-10
Total,4354113,100,66701,100,2021-09-11
Total,4360955,100,66716,100,2021-09-12
Total,4372806,100,66813,100,2021-09-13
Total,4380566,100,67001,100,2021-09-14
Total,4387926,100,67187,100,2021-09-15
Total,4397469,100,67358,100,2021-09-16
Total,4406854,100,67483,100,2021-09-17
Total,4415892,100,67608,100,2021-09-18
Total,4422085,100,67612,100,2021-09-19
Total,4428117,100,67628,100,2021-09-20
Total,4434696,100,67774,100,2021-09-21
Total,4441390,100,67928,100,2021-09-22
Total,4448666,100,68087,100,2021-09-23
Total,4471635,100,68362,100,2021-09-26
Total,4476388,100,68387,100,2021-09-27
Total,4482881,100,68517,100,2021-09-28
Total,4488848,100,68670,100,2021-09-29
Total,4496717,100,68796,100,2021-09-30
Total,4515715,100,69039,100,2021-10-03
Total,4519467,100,69027,100,2021-10-04
Total,4524853,100,69184,100,2021-10-05
Total,4529563,100,69351,100,2021-10-06
Total,4536273,100,69507,100,2021-10-07
Total,4553194,100,69741,100,2021-10-10
Total,4557285,100,69756,100,2021-10-11
Total,4561319,100,69862,100,2021-10-12
Total,4565279,100,70010,100,2021-10-13
Total,4571467,100,70150,100,2021-10-14
Total,4588231,100,70416,100,2021-10-17
Total,4592312,100,70437,100,2021-10-18
Total,4595382,100,70593,100,2021-10-19
Total,4600506,100,70741,100,2021-10-20
Total,4606599,100,70884,100,2021-10-21
Total,4631162,100,71182,100,2021-10-25
Total,4635540,100,71295,100,2021-10-26
Total,4640489,100,71408,100,2021-10-27
Total,4647587,100,71519,100,2021-10-28
Total,4666938,100,71532,100,2021-10-31
Total,4671147,100,71570,100,2021-11-01
Total,4674665,100,71646,100,2021-11-02
Total,4680273,100,71759,100,2021-11-03
Total,4688285,100,71852,100,2021-11-04
Total,4707178,100,71979,100,2021-11-07
Total,4711123,100,71998,100,2021-11-08
Total,4714839,100,72132,100,2021-11-09
Total,4719596,100,72288,100,2021-11-10
Total,4731592,100,72436,100,2021-11-12
Total,4740002,100,72570,100,2021-11-14
Total,4744517,100,72590,100,2021-11-15
Total,4748429,100,72718,100,2021-11-16
Total,4752970,100,72847,100,2021-11-17
Total,4758297,100,73000,100,2021-11-18
Total,4773641,100,73199,100,2021-11-21
Total,4777804,100,73214,100,2021-11-22
Total,4780867,100,73365,100,2021-11-23
Total,4801843,100,73656,100,2021-11-28
Total,4806510,100,73712,100,2021-11-29
Total,4810164,100,73822,100,2021-11-30
Total,4815277,100,73919,100,2021-12-01
Total,4822889,100,74046,100,2021-12-02
Total,4845295,100,74209,100,2021-12-05
Total,4851429,100,74221,100,2021-12-06
Total,4856101,100,74351,100,2021-12-07
Total,4861352,100,74432,100,2021-12-08
Total,4867604,100,74509,100,2021-12-09
Total,4886509,100,74685,100,2021-12-12
Total,4891985,100,74704,100,2021-12-13
Total,4896401,100,74794,100,2021-12-14
Total,4901895,100,74879,100,2021-12-15
Total,4909188,100,74996,100,2021-12-16
Total,4935461,100,75167,100,2021-12-19
Total,4943227,100,75164,100,2021-12-20
Total,4954130,100,75281,100,2021-12-21
Total,4969615,100,75383,100,2021-12-22
Total,4990016,100,75461,100,2021-12-23
Total,5076650,100,75558,100,2021-12-27
Total,5097398,100,75629,100,2021-12-28
Total,5135071,100,75738,100,2021-12-29
Total,5191438,100,75847,100,2021-12-30
Total,5428522,100,75924,100,2022-01-03
Total,5480265,100,76054,100,2022-01-04
Total,5530751,100,76049,100,2022-01-05
Total,5634357,100,76341,100,2022-01-06
Total,5943177,100,76550,100,2022-01-09
Total,6086557,100,76564,100,2022-01-10
Total,6188867,100,76683,100,2022-01-11
Total,6296907,100,76804,100,2022-01-12
Total,6416171,100,76940,100,2022-01-13
Total,6735980,100,77270,100,2022-01-16
Total,6812354,100,77306,100,2022-01-17
Total,6910991,100,77345,100,2022-01-18
Total,6997710,100,77521,100,2022-01-19
Total,7123571,100,77722,100,2022-01-20
Total,7419643,100,78101,100,2022-01-23
Total,7482469,100,78118,100,2022-01-24
Total,7569687,100,78316,100,2022-01-25
Total,7629666,100,78571,100,2022-01-26
Total,7706395,100,78825,100,2022-01-27
Total,7878621,100,79284,100,2022-01-30
Total,7915768,100,79382,100,2022-01-31
Total,7941318,100,79621,100,2022-02-01
Total,7969398,100,79802,100,2022-02-02
Total,8006410,100,80022,100,2022-02-03
Total,8079771,100,80539,100,2022-02-06
Total,8127081,100,80640,100,2022-02-07
Total,8166393,100,80912,100,2022-02-08
Total,8181224,100,81074,100,2022-02-09
Total,8204171,100,81437,100,2022-02-10
Total,8244329,100,82026,100,2022-02-13
Total,8259026,100,82142,100,2022-02-14
Total,8271470,100,82382,100,2022-02-15
Total,8283568,100,82589,100,2022-02-16
Total,8296145,100,82873,100,2022-02-17
Total,8336730,100,83523,100,2022-02-21
Total,8343213,100,83569,100,2022-02-22
Total,8349967,100,83784,100,2022-02-23
Total,8361704,100,83992,100,2022-02-24
Total,8381196,100,84700,100,2022-02-27
Total,8382656,100,84712,100,2022-02-28
Total,8388683,100,84928,100,2022-03-01
Total,8393923,100,85127,100,2022-03-02
Total,8399677,100,85353,100,2022-03-03
Total,8412311,100,85849,100,2022-03-06
Total,8414669,100,85854,100,2022-03-07
Total,8419654,100,86025,100,2022-03-08
Total,8422875,100,86185,100,2022-03-09
Total,8426700,100,86387,100,2022-03-10
Total,8438328,100,86794,100,2022-03-13
Total,8439055,100,86792,100,2022-03-14
Total,8442537,100,86927,100,2022-03-15
Total,8445468,100,87045,100,2022-03-16
Total,8450009,100,87194,100,2022-03-17
Total,8465358,100,87485,100,2022-03-20
Total,8466020,100,87498,100,2022-03-21
Total,8471120,100,87590,100,2022-03-22
Total,8473370,100,87702,100,2022-03-23
Total,8476399,100,87809,100,2022-03-24
Total,8483568,100,87954,100,2022-03-27
Total,8484309,100,87956,100,2022-03-28
Total,8487070,100,88043,100,2022-03-29
Total,8489979,100,88115,100,2022-03-30
Total,8494005,100,88207,100,2022-03-31
Total,8503930,100,88355,100,2022-04-04
Total,8513771,100,88557,100,2022-04-07
Total,8529333,100,88748,100,2022-04-12
Total,8536943,100,88907,100,2022-04-14
Total,8550657,100,89054,100,2022-04-18
Total,8566404,100,89255,100,2022-04-21
Total,8587792,100,89391,100,2022-04-25
Total,8605663,100,89582,100,2022-04-28
Total,8631663,100,89694,100,2022-05-02
Total,8654420,100,89851,100,2022-05-05
Total,8687626,100,89957,100,2022-05-09
Total,8707327,100,90117,100,2022-05-12
Total,8757871,100,90219,100,2022-05-16
Total,8797890,100,90382,100,2022-05-19
Total,8853498,100,90488,100,2022-05-23
Total,8896174,100,90612,100,2022-05-26
Total,8955662,100,90719,100,2022-05-30
Total,8989279,100,90815,100,2022-06-02
Total,9058902,100,90892,100,2022-06-06
Total,9106031,100,91006,100,2022-06-09
Total,9169339,100,91107,100,2022-06-13
Total,9199942,100,91240,100,2022-06-16
Total,9264968,100,91314,100,2022-06-20
Total,9312854,100,91420,100,2022-06-23
Total,9378193,100,91516,100,2022-06-27
Total,9431299,100,91701,100,2022-06-30
Total,9500376,100,91795,100,2022-07-04
Total,9540194,100,91930,100,2022-07-07
Total,9619398,100,92055,100,2022-07-11
Total,9677827,100,92185,100,2022-07-14
Total,9752509,100,92292,100,2022-07-18
Total,9804803,100,92469,100,2022-07-21
Total,9871930,100,92595,100,2022-07-25
Total,9922718,100,92763,100,2022-07-28
Total,9983370,100,92889,100,2022-08-01
Total,10024326,100,93056,100,2022-08-04
Total,10071958,100,93193,100,2022-08-08
Total,10104761,100,93378,100,2022-08-11
Total,10146137,100,93517,100,2022-08-15
Total,10175617,100,93704,100,2022-08-18
Total,10211889,100,93843,100,2022-08-22
Total,10237892,100,94047,100,2022-08-25
Total,10268137,100,94120,100,2022-08-29
Total,10291286,100,94239,100,2022-09-01
Total,10314717,100,94351,100,2022-09-05
Total,10329995,100,94558,100,2022-09-08
Total,10384673,100,95009,100,2022-09-20
missing,2017,0.1,10,0,2021-01-25
missing,1999,0.1,9,0,2021-01-26
missing,2092,0.1,9,0,2021-01-27
missing,2114,0.1,9,0,2021-01-28
missing,2116,0.1,9,0,2021-01-29
missing,2127,0.1,9,0,2021-01-30
missing,2124,0.1,8,0,2021-01-31
missing,2122,0.1,8,0,2021-02-01
missing,2153,0.1,8,0,2021-02-02
missing,2135,0.1,8,0,2021-02-03
missing,2081,0.1,9,0,2021-02-04
missing,2089,0.1,10,0,2021-02-05
missing,2087,0.1,10,0,2021-02-06
missing,2084,0.1,11,0,2021-02-07
missing,2093,0.1,11,0,2021-02-08
missing,2099,0.1,9,0,2021-02-09
missing,2104,0.1,10,0,2021-02-10
missing,2108,0.1,9,0,2021-02-11
missing,2109,0.1,9,0,2021-02-12
missing,2116,0.1,8,0,2021-02-13
missing,2123,0.1,7,0,2021-02-14
missing,2125,0.1,7,0,2021-02-15
missing,2129,0.1,7,0,2021-02-16
missing,2126,0.1,8,0,2021-02-17
missing,2140,0.1,7,0,2021-02-18
missing,2160,0.1,8,0,2021-02-19
missing,2147,0.1,7,0,2021-02-20
missing,2144,0.1,7,0,2021-02-21
missing,2149,0.1,7,0,2021-02-22
missing,2150,0.1,6,0,2021-02-23
missing,2133,0.1,6,0,2021-02-24
missing,2136,0.1,6,0,2021-02-25
missing,2142,0.1,6,0,2021-02-26
missing,2150,0.1,6,0,2021-02-27
missing,2151,0.1,5,0,2021-02-28
missing,2149,0.1,5,0,2021-03-01
missing,2144,0.1,5,0,2021-03-02
missing,2148,0.1,6,0,2021-03-03
missing,2154,0.1,6,0,2021-03-04
missing,2176,0.1,6,0,2021-03-05
missing,2166,0.1,6,0,2021-03-06
missing,2164,0.1,7,0,2021-03-07
missing,2164,0.1,7,0,2021-03-08
missing,2168,0.1,8,0,2021-03-09
missing,2173,0.1,9,0,2021-03-10
missing,2160,0.1,7,0,2021-03-11
missing,2165,0.1,7,0,2021-03-12
missing,2175,0.1,7,0,2021-03-13
missing,2179,0.1,7,0,2021-03-14
missing,2178,0.1,7,0,2021-03-15
missing,2179,0.1,7,0,2021-03-16
missing,2184,0.1,7,0,2021-03-17
missing,2183,0.1,7,0,2021-03-18
missing,2185,0.1,7,0,2021-03-19
missing,2190,0.1,7,0,2021-03-20
missing,2190,0.1,7,0,2021-03-21
missing,2206,0.1,7,0,2021-03-22
missing,2192,0.1,7,0,2021-03-23
missing,2185,0.1,8,0,2021-03-24
missing,2186,0.1,8,0,2021-03-25
missing,2190,0.1,8,0,2021-03-26
missing,2192,0.1,8,0,2021-03-27
missing,2189,0.1,8,0,2021-03-28
missing,2186,0.1,8,0,2021-03-29
missing,2189,0.1,8,0,2021-03-30
missing,2188,0.1,8,0,2021-03-31
missing,2186,0.1,8,0,2021-04-01
missing,2179,0.1,8,0,2021-04-02
missing,2183,0.1,8,0,2021-04-03
missing,2188,0.1,8,0,2021-04-04
missing,2189,0.1,8,0,2021-04-05
missing,2193,0.1,8,0,2021-04-06
missing,2190,0.1,8,0,2021-04-07
missing,2187,0.1,8,0,2021-04-08
missing,2189,0.1,8,0,2021-04-09
missing,2240,0.1,8,0,2021-04-10
missing,2252,0.1,8,0,2021-04-11
missing,2251,0.1,8,0,2021-04-12
missing,2243,0.1,8,0,2021-04-13
missing,2240,0.1,8,0,2021-04-14
missing,2241,0.1,8,0,2021-04-15
missing,2243,0.1,8,0,2021-04-16
missing,2263,0.1,8,0,2021-04-17
missing,2264,0.1,8,0,2021-04-18
missing,2268,0.1,8,0,2021-04-19
missing,2269,0.1,8,0,2021-04-20
missing,2268,0.1,8,0,2021-04-21
missing,2268,0.1,8,0,2021-04-22
missing,2265,0.1,8,0,2021-04-23
missing,2266,0.1,8,0,2021-04-24
missing,2267,0.1,8,0,2021-04-25
missing,2264,0.1,8,0,2021-04-26
missing,2266,0.1,8,0,2021-04-27
missing,2265,0.1,8,0,2021-04-28
missing,2267,0.1,8,0,2021-04-29
missing,2258,0.1,8,0,2021-04-30
missing,2257,0.1,8,0,2021-05-01
missing,2278,0.1,8,0,2021-05-02
missing,2300,0.1,8,0,2021-05-03
missing,2303,0.1,8,0,2021-05-04
missing,2326,0.1,9,0,2021-05-05
missing,2318,0.1,9,0,2021-05-06
missing,2325,0.1,9,0,2021-05-07
missing,2324,0.1,9,0,2021-05-08
missing,2325,0.1,9,0,2021-05-09
missing,2325,0.1,9,0,2021-05-10
missing,2319,0.1,9,0,2021-05-11
missing,2313,0.1,9,0,2021-05-12
missing,2319,0.1,9,0,2021-05-13
missing,2310,0.1,9,0,2021-05-14
missing,2325,0.1,9,0,2021-05-15
missing,2325,0.1,9,0,2021-05-16
missing,2324,0.1,9,0,2021-05-17
missing,2321,0.1,8,0,2021-05-18
missing,2316,0.1,8,0,2021-05-19
missing,2310,0.1,8,0,2021-05-20
missing,2310,0.1,9,0,2021-05-21
missing,2307,0.1,8,0,2021-05-22
missing,2306,0.1,8,0,2021-05-23
missing,2305,0.1,8,0,2021-05-24
missing,2305,0.1,8,0,2021-05-25
missing,2306,0.1,8,0,2021-05-26
missing,2315,0.1,8,0,2021-05-27
missing,2314,0.1,8,0,2021-05-28
missing,2301,0.1,8,0,2021-05-29
missing,2300,0.1,8,0,2021-05-30
missing,2300,0.1,8,0,2021-05-31
missing,2299,0.1,8,0,2021-06-01
missing,2299,0.1,8,0,2021-06-02
missing,2294,0.1,8,0,2021-06-03
missing,2290,0.1,8,0,2021-06-04
missing,2293,0.1,8,0,2021-06-05
missing,2293,0.1,8,0,2021-06-06
missing,2293,0.1,8,0,2021-06-07
missing,2293,0.1,8,0,2021-06-08
missing,2293,0.1,8,0,2021-06-09
missing,2289,0.1,8,0,2021-06-10
missing,2294,0.1,8,0,2021-06-11
missing,2286,0.1,8,0,2021-06-12
missing,2285,0.1,8,0,2021-06-13
missing,2286,0.1,8,0,2021-06-14
missing,2284,0.1,8,0,2021-06-15
missing,2286,0.1,7,0,2021-06-16
missing,2288,0.1,7,0,2021-06-17
missing,2290,0.1,7,0,2021-06-18
missing,2289,0.1,7,0,2021-06-19
missing,2291,0.1,7,0,2021-06-20
missing,2283,0.1,7,0,2021-06-21
missing,2285,0.1,7,0,2021-06-22
missing,2303,0.1,7,0,2021-06-23
missing,2318,0.1,7,0,2021-06-24
missing,2329,0.1,7,0,2021-06-25
missing,2332,0.1,7,0,2021-06-26
missing,2335,0.1,7,0,2021-06-27
missing,2337,0.1,7,0,2021-06-28
missing,2304,0.1,8,0,2021-06-29
missing,2304,0.1,8,0,2021-06-30
missing,2302,0.1,8,0,2021-07-01
missing,2304,0.1,8,0,2021-07-05
missing,2306,0.1,8,0,2021-07-06
missing,2304,0.1,8,0,2021-07-07
missing,2306,0.1,8,0,2021-07-08
missing,2305,0.1,8,0,2021-07-11
missing,2303,0.1,8,0,2021-07-12
missing,2279,0.1,8,0,2021-07-13
missing,2284,0.1,8,0,2021-07-14
missing,2283,0.1,8,0,2021-07-15
missing,2291,0.1,8,0,2021-07-18
missing,2292,0.1,8,0,2021-07-19
missing,2290,0.1,8,0,2021-07-20
missing,2290,0.1,8,0,2021-07-21
missing,2296,0.1,8,0,2021-07-22
missing,2301,0.1,8,0,2021-07-25
missing,2299,0.1,8,0,2021-07-26
missing,2307,0.1,8,0,2021-07-27
missing,2299,0.1,8,0,2021-07-28
missing,2302,0.1,8,0,2021-07-29
missing,2306,0.1,8,0,2021-08-01
missing,2303,0.1,8,0,2021-08-02
missing,2311,0.1,8,0,2021-08-03
missing,2310,0.1,8,0,2021-08-04
missing,2315,0.1,8,0,2021-08-05
missing,2321,0.1,8,0,2021-08-06
missing,2321,0.1,8,0,2021-08-07
missing,2321,0.1,8,0,2021-08-08
missing,2323,0.1,8,0,2021-08-09
missing,2327,0.1,8,0,2021-08-10
missing,2329,0.1,8,0,2021-08-11
missing,2373,0.1,8,0,2021-08-12
missing,2364,0.1,8,0,2021-08-13
missing,2372,0.1,8,0,2021-08-14
missing,2388,0.1,8,0,2021-08-15
missing,2385,0.1,8,0,2021-08-16
missing,2397,0.1,8,0,2021-08-17
missing,2400,0.1,8,0,2021-08-18
missing,2408,0.1,8,0,2021-08-19
missing,2411,0.1,8,0,2021-08-20
missing,2415,0.1,9,0,2021-08-21
missing,2416,0.1,8,0,2021-08-22
missing,2418,0.1,8,0,2021-08-23
missing,2415,0.1,8,0,2021-08-24
missing,2420,0.1,8,0,2021-08-25
missing,2426,0.1,8,0,2021-08-26
missing,2442,0.1,8,0,2021-08-27
missing,2446,0.1,8,0,2021-08-28
missing,2449,0.1,8,0,2021-08-29
missing,2450,0.1,8,0,2021-08-30
missing,2459,0.1,8,0,2021-08-31
missing,2462,0.1,7,0,2021-09-01
missing,2457,0.1,7,0,2021-09-02
missing,2463,0.1,7,0,2021-09-03
missing,2456,0.1,7,0,2021-09-04
missing,2455,0.1,7,0,2021-09-05
missing,2458,0.1,7,0,2021-09-06
missing,2463,0.1,7,0,2021-09-07
missing,2461,0.1,7,0,2021-09-08
missing,2467,0.1,7,0,2021-09-09
missing,2481,0.1,7,0,2021-09-10
missing,2485,0.1,7,0,2021-09-11
missing,2491,0.1,7,0,2021-09-12
missing,2499,0.1,7,0,2021-09-13
missing,2506,0.1,7,0,2021-09-14
missing,2519,0.1,7,0,2021-09-15
missing,2530,0.1,7,0,2021-09-16
missing,2537,0.1,7,0,2021-09-17
missing,2548,0.1,7,0,2021-09-18
missing,2548,0.1,7,0,2021-09-19
missing,2547,0.1,7,0,2021-09-20
missing,2548,0.1,7,0,2021-09-21
missing,2565,0.1,7,0,2021-09-22
missing,2566,0.1,7,0,2021-09-23
missing,2588,0.1,7,0,2021-09-26
missing,2589,0.1,7,0,2021-09-27
missing,2600,0.1,7,0,2021-09-28
missing,2607,0.1,8,0,2021-09-29
missing,2608,0.1,8,0,2021-09-30
missing,2605,0.1,7,0,2021-10-03
missing,2604,0.1,7,0,2021-10-04
missing,2622,0.1,7,0,2021-10-05
missing,2633,0.1,7,0,2021-10-06
missing,2632,0.1,7,0,2021-10-07
missing,2627,0.1,7,0,2021-10-10
missing,2628,0.1,7,0,2021-10-11
missing,2556,0.1,7,0,2021-10-12
missing,2560,0.1,7,0,2021-10-13
missing,2560,0.1,7,0,2021-10-14
missing,2572,0.1,9,0,2021-10-17
missing,2572,0.1,7,0,2021-10-18
missing,2576,0.1,7,0,2021-10-19
missing,2586,0.1,7,0,2021-10-20
missing,2591,0.1,7,0,2021-10-21
missing,2598,0.1,7,0,2021-10-25
missing,2594,0.1,7,0,2021-10-26
missing,2589,0.1,7,0,2021-10-27
missing,2593,0.1,7,0,2021-10-28
missing,2588,0.1,7,0,2021-10-31
missing,2589,0.1,7,0,2021-11-01
missing,2592,0.1,7,0,2021-11-02
missing,2587,0.1,7,0,2021-11-03
missing,2594,0.1,7,0,2021-11-04
missing,2586,0.1,6,0,2021-11-07
missing,2589,0.1,6,0,2021-11-08
missing,2581,0.1,6,0,2021-11-09
missing,2584,0.1,6,0,2021-11-10
missing,2589,0.1,6,0,2021-11-12
missing,2593,0.1,6,0,2021-11-14
missing,2596,0.1,6,0,2021-11-15
missing,2592,0.1,6,0,2021-11-16
missing,2590,0.1,6,0,2021-11-17
missing,2586,0.1,6,0,2021-11-18
missing,2602,0.1,6,0,2021-11-21
missing,2604,0.1,6,0,2021-11-22
missing,2603,0.1,6,0,2021-11-23
missing,2612,0.1,6,0,2021-11-28
missing,2612,0.1,6,0,2021-11-29
missing,2612,0.1,6,0,2021-11-30
missing,2609,0.1,6,0,2021-12-01
missing,2613,0.1,7,0,2021-12-02
missing,2628,0.1,6,0,2021-12-05
missing,2629,0.1,6,0,2021-12-06
missing,2641,0.1,6,0,2021-12-07
missing,2641,0.1,6,0,2021-12-08
missing,2643,0.1,6,0,2021-12-09
missing,2655,0.1,6,0,2021-12-12
missing,2653,0.1,6,0,2021-12-13
missing,2652,0.1,6,0,2021-12-14
missing,2647,0.1,6,0,2021-12-15
missing,2651,0.1,6,0,2021-12-16
missing,2659,0.1,7,0,2021-12-19
missing,2665,0.1,7,0,2021-12-20
missing,2663,0.1,7,0,2021-12-21
missing,2670,0.1,7,0,2021-12-22
missing,2676,0.1,7,0,2021-12-23
missing,2687,0.1,7,0,2021-12-27
missing,2692,0.1,7,0,2021-12-28
missing,2705,0.1,7,0,2021-12-29
missing,2727,0.1,8,0,2021-12-30
missing,2796,0.1,7,0,2022-01-03
missing,2824,0.1,7,0,2022-01-04
